Winter,426017740739051531,W,testing bot,1178213952212185088,L
testing bot,1178213952212185088,W,Winter,426017740739051531,L
testing bot,1178213952212185088,W,Winter,426017740739051531,L
testing bot,1178213952212185088,W,Winter,426017740739051531,L
testing bot,1178213952212185088,W,Winter,426017740739051531,L
testing bot,1178213952212185088,W,Winter,426017740739051531,L
Winter,426017740739051531,W,myfavoritenumber,828371930980810763,L
